milliseconds_played,latitude,longitude,city,timestamp,source,track_id,track_name,album_name,artist_id,artist_name,valence_score,danceability_score,familiarity_score,song_year,song_tempo,runnability,energy,popularity_normalized,Id,date,hour,weekday,device,system,up_to_date_score,tempo_score
139,40.8,-74.0,New York,1435712778,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-06-30,21,Tue,"iPad3,1",iOS 8.3,0.84,0.4001493733
222128,40.8,-74.0,New York,1435713001,artist,723848ccf3504667bf4542960a1e911e,Trap Queen,Trap Queen,e0ae28c73c074041a0ea7fb761912799,Fetty Wap,0.806121,0.746402,0.573777,2014.0,148.075,0.96846616,0.87267476,0.8169168461,1,2015-06-30,21,Tue,"iPad3,1",iOS 8.3,0.986666666667,0.617833836808
128174,40.7,-74.0,New York,1435763381,playlist-owned-by-other-non-collaborative,0453757856c34cbca94ce3083902623c,Do You,They Want My Soul,1863c9ee9a974cce906c355c24fd1218,Spoon,,,,,,0.9234885,0.93581873,0.6294400732,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
257853,40.7,-74.0,New York,1435763718,playlist-owned-by-other-non-collaborative,905b7a90916e47278b29b321f83174e3,H.S.K.T.,Sylvan Esso,679c2d937ed74565acfc3dcd88bcef19,Sylvan Esso,0.785303,0.958861,0.543199,2014.0,114.016,0.6476852,0.62549615,0.6210617904,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.986666666667,0.475724752574
245293,40.7,-74.0,New York,1435763964,playlist-owned-by-other-non-collaborative,cdd41171bdab4ca48fa3f9e964aafcd0,The Wire,Days Are Gone,a1423e10f27a4c4f92285dad83368658,HAIM,0.49587,0.5472,0.579221,2013.0,113.678,0.09655658,0.635057,0.6753864446,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.973333333333,0.474314468348
23637,40.7,-74.0,New York,1435763988,playlist-owned-by-other-non-collaborative,cde93132c1fb42c588c8074e1307573f,You Go Down Smooth,Bad Self Portraits,6f047a027840481eaedd9b806dd102e5,Lake Street Dive,,,,,,0.85647786,0.7942522,0.58828509,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
168066,40.7,-74.0,New York,1435764156,playlist-owned-by-other-non-collaborative,269f2d8346de4af39972b7a108dc27ff,Ruby Blue,Ruby Blue,709fc9e1847d42f6a26e997919fab980,Róisín Murphy,0.9105,0.920516,0.666004,2005.0,117.986,0.3866474,0.5696381,0.4946611573,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.866666666667,0.492289333578
166480,40.7,-74.0,New York,1435764322,playlist-owned-by-other-non-collaborative,f89dd076035e423c87baffd2d01216e7,Violent Shiver,Violent Shiver,f22e398822cf4283b91111f1d134b49b,Benjamin Booker,,,,,,0.65571845,0.969178,0.5429115899,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
212693,40.7,-74.0,New York,1435764536,playlist-owned-by-other-non-collaborative,bfafb5398012435cbace460a101c9337,Sissy That Walk,Born Naked,5e72f76a6e1d4c45af7fc07bdc64f4ac,RuPaul,0.589081,0.825523,0.610444,2014.0,126.046,0.7968947,0.6140339,0.6355273706,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.986666666667,0.52591918821
184320,40.7,-74.0,New York,1435764720,playlist-owned-by-other-non-collaborative,012323e9d66c4275a8c54039b5ef4886,You Make My Dreams,[500] Days Of Summer - Music From The Motion Picture,e9f68db0fd404b91a633c9f567041f55,Daryl Hall & John Oates,,,,,,0.2595004,0.64385194,0.6326665995,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
204279,40.7,-74.0,New York,1435764925,playlist-owned-by-other-non-collaborative,f83d3a3b5cd849acb25a1e41951ec9a8,Riptide,Dream Your Life Away,20fb2fd43da34c118f3ddb0e77915129,Vance Joy,,,,,,0.86092937,0.7310756,0.7586548531,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
214160,40.7,-74.0,New York,1435765140,playlist-owned-by-other-non-collaborative,b563eadcf6d544308451ab84e291e743,Waves,Waves,28d7c3ca0ecd4dc48dbd10e96de8b9e2,Sleeper Agent,,,,,,0.8976496,0.7917506,0.5284075805,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
19179,40.7,-74.0,New York,1435765159,playlist-owned-by-other-non-collaborative,d371a27c1bf94729b11f354e4befa75e,Elephant,Lonerism,bc0607be1c0a48249f9071e248a455a5,Tame Impala,0.4745,0.600374,0.701163,2012.0,122.989,0.94553584,0.5748063,0.657039489,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.96,0.513164043594
192786,40.7,-74.0,New York,1435765351,artist,b637c6625eb3488590ec4a3658227db7,Be Brave,About Last Night,28d7c3ca0ecd4dc48dbd10e96de8b9e2,Sleeper Agent,,,,,,0.9607823,0.8327495,0.4381383455,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
215213,40.7,-74.0,New York,1435765566,artist,b8f1e6da7bd24011bfc0ede5f9993ba1,Waves,About Last Night,28d7c3ca0ecd4dc48dbd10e96de8b9e2,Sleeper Agent,,,,,,0.8871358,0.7877884,0.5045595531,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
25774,40.7,-74.0,New York,1435765592,artist,6afd4b9d962243e7bff3e53c931d59ff,Take It Off,About Last Night,28d7c3ca0ecd4dc48dbd10e96de8b9e2,Sleeper Agent,0.962801,0.719342,0.420408,2014.0,115.0,0.95008695,0.932318,0.4032460542,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.986666666667,0.479830432098
169253,40.7,-74.0,New York,1435765761,playlist-owned-by-other-non-collaborative,512e1b9d69814b5980026664361abacb,Happy With Me,MINDSPEAK,8d379b11353b442da82bfaaef8acea6a,HOLYCHILD,,,,,,0.7312238,0.64371806,0.5750344671,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
68127,40.7,-74.0,New York,1435765829,playlist-owned-by-other-non-collaborative,bd7ca80877704ce79436ed027adc8b5d,Hideaway,Hideaway,96431768010848249af90840a5277ac8,Kiesza,,,,,,0.6456676,0.60759854,0.6499426839,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
185740,40.7,-74.0,New York,1435766014,playlist-owned-by-other-non-collaborative,5cb3bdfa0ccd490cbd2240781c7d4171,Cherry Lips,Thirty Three,226aa69f6c05441d857974be2cdd013a,Loon Lake,0.332511,0.857491,0.43437,2012.0,98.956,0.589791,0.5077002,0.5643250219,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,0.96,0.412887828162
183693,40.7,-74.0,New York,1435766199,playlist-owned-by-other-non-collaborative,ecb8596bfb9346f98e5969b603d22d20,Black Sheep,Gravel & Wine,99fc8fde589545399c008364c03334b8,Gin Wigmore,,,,,,0.89192843,0.68096095,0.5555135374,1,2015-07-01,11,Wed,x86 8,OS X 10.10.3,,
233133,40.7,-74.0,New York,1435766432,playlist-owned-by-other-non-collaborative,1a23b381751a404699268fd28997b6e3,The Walker,More Than Just A Dream,969d399e8aa541d398bb3e82babb6792,Fitz and The Tantrums,0.743383,0.769771,0.532769,2013.0,130.76,0.93149555,0.8011168,0.6950536635,1,2015-07-01,12,Wed,x86 8,OS X 10.10.3,0.973333333333,0.545588063488
4179,40.7,-74.0,New York,1435766440,playlist-owned-by-other-non-collaborative,2126b47035fc42d9950919c87e1ec02c,Hurricane Season,Backatown,66ce54ac5e5b427aaa973a93c4fb0221,Trombone Shorty,0.814719,0.760906,0.533462,2010.0,99.949,0.96842265,0.81633794,0.5417470286,1,2015-07-01,12,Wed,x86 8,OS X 10.10.3,0.933333333333,0.417031059632
184586,40.7,-74.1,Jersey City,1435788945,album,a0a99a54d666462eb508b6c7cf3d3ed7,a beautiful exit,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.249931,0.537897,0.692272,2015.0,142.719,0.39718026,0.4912335,0.6172461038,1,2015-07-01,18,Wed,"iPhone7,2",iOS 8.4,1.0,0.595486255987
257960,40.7,-74.1,Jersey City,1435789203,album,7d218ac1e9fd4108bde0f9305759e9fa,DEAL,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.472172,0.571654,0.692272,2015.0,107.015,0.9703143,0.8438924,0.6049089726,1,2015-07-01,18,Wed,"iPhone7,2",iOS 8.4,1.0,0.446513510356
1020,40.8,-74.0,New York,1435798897,artist,9d2c4e0efd434c0fbf13041c326b279d,Trap Queen (feat. Quavo & Gucci Mane),Trap Queen (feat. Quavo & Gucci Mane),e0ae28c73c074041a0ea7fb761912799,Fetty Wap,0.80498,0.74487,0.573777,2015.0,148.075,0.9592612,0.84865797,0.7257264615,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,1.0,0.617833836808
220171,40.8,-74.0,New York,1435799116,search,723848ccf3504667bf4542960a1e911e,Trap Queen,Trap Queen,e0ae28c73c074041a0ea7fb761912799,Fetty Wap,0.806121,0.746402,0.573777,2014.0,148.075,0.96846616,0.87267476,0.8169168461,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,0.986666666667,0.617833836808
22244,40.8,-74.0,New York,1435799138,album,3595f49522334f19b8e974aca1e79edb,Nuclear Seasons,True Romance,449f5ae30fc344e893584ba0b8d3511d,Charli XCX,0.26039,0.52139,0.640002,2013.0,115.039,0.7555933,0.9398357,0.5155738098,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,0.973333333333,0.479993157201
18483,40.8,-74.0,New York,1435799156,album,5f0ca816c7614147a251368ff4340743,the valley,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.34877,0.642092,0.692272,2015.0,88.979,0.48732784,0.3536979,0.6321555351,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,1.0,0.371259408849
1857,40.8,-74.0,New York,1435799157,album,7d218ac1e9fd4108bde0f9305759e9fa,DEAL,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.472172,0.571654,0.692272,2015.0,107.015,0.9703143,0.8438924,0.6049089726,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,1.0,0.446513510356
185746,40.8,-74.0,New York,1435799342,album,5f0ca816c7614147a251368ff4340743,the valley,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.34877,0.642092,0.692272,2015.0,88.979,0.48732784,0.3536979,0.6321555351,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,1.0,0.371259408849
119025,40.8,-74.0,New York,1435799490,album,d5fbc0833f4e461fad99a33c42715d0b,coffee,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.135543,0.524104,0.692272,2015.0,161.997,0.76546264,0.61821306,0.6680825526,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,1.0,0.675922526161
214160,40.8,-74.0,New York,1435799704,playlist,b563eadcf6d544308451ab84e291e743,Waves,Waves,28d7c3ca0ecd4dc48dbd10e96de8b9e2,Sleeper Agent,,,,,,0.8976496,0.7917506,0.5284075805,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,,
5015,40.8,-74.0,New York,1435799709,playlist,d371a27c1bf94729b11f354e4befa75e,Elephant,Lonerism,bc0607be1c0a48249f9071e248a455a5,Tame Impala,0.4745,0.600374,0.701163,2012.0,122.989,0.94553584,0.5748063,0.657039489,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,0.96,0.513164043594
7894,40.8,-74.0,New York,1435799716,playlist,e7fc7034355d420e9294466ed1e8e508,Uptight Downtown,Uptight Downtown,7af861738f0f41d28be4af959e4a55ce,La Roux,0.964179,0.751459,0.673026,2014.0,123.212,0.7410026,0.73030216,0.3966444761,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,0.986666666667,0.514094497388
149675,40.8,-74.0,New York,1435800033,playlist,1d12970b8a7643899fda22de77f1cfe0,Water Fountain,nikki nack,058bf68ae7a745d9b7a3b0678990cd5c,tUnE-yArDs,,,,,,0.8283464,0.6904666,0.6102013185,1,2015-07-01,21,Wed,"iPad3,1",iOS 8.3,,
1021,40.7,-74.0,New York,1435855722,album,5f0ca816c7614147a251368ff4340743,the valley,Wildheart (Deluxe Version),65c1a40d8e3d494db2909f599deb6cf0,Miguel,0.34877,0.642092,0.692272,2015.0,88.979,0.48732784,0.3536979,0.6321555351,1,2015-07-02,12,Thu,"iPhone7,2",iOS 8.4,1.0,0.371259408849
15890,40.7,-74.0,New York,1435855737,album,8fdc7d841df242bab58c8e63c108fccc,Magic,Lost in the Girl,05017648ae464a648617e6818468aaba,Kwamie Liv,,,,,,0.041609496,0.32590678,0.4658204748,1,2015-07-02,12,Thu,"iPhone7,2",iOS 8.4,,
16029,40.7,-74.0,New York,1435855752,album,4f471f1991094bb89f383ff7d6165dfc,For You,For You,32855166ab994eb6bbe29c3a05a942a3,Fyfe,,,,,,0.91477096,0.64430267,0.5776397195,1,2015-07-02,12,Thu,"iPhone7,2",iOS 8.4,,
117440,40.7,-74.0,New York,1435855869,album,18c269f2b9be475fa209af84eb2456d0,The Beginning,Histrionic,555e553411ef44bd8a291ab474629b2c,Maria Minerva,,,,,,0.89759773,0.821253,0.2944187602,1,2015-07-02,12,Thu,"iPhone7,2",iOS 8.4,,
295882,40.7,-74.0,New York,1435856164,album,499f711419954ba886da4f76ba4f1f01,Flickers,We Are Rising,6db15bf258764d1a86086089a50bb458,Son Lux,0.069302,0.324256,0.554196,2011.0,104.332,0.5970615,0.34012377,0.3281731045,1,2015-07-02,12,Thu,"iPhone7,2",iOS 8.4,0.946666666667,0.435318857753
231999,40.7,-74.0,New York,1435856396,album,93a43c6e2e16464a942da1e4a163a16b,All The Right Things,We Are Rising,6db15bf258764d1a86086089a50bb458,Son Lux,0.413946,0.608118,0.554196,2011.0,139.783,0.6050367,0.35190764,0.2495441906,1,2015-07-02,12,Thu,"iPhone7,2",iOS 8.4,0.946666666667,0.583235976434
243809,40.7,-74.0,New York,1435856640,album,89c78a07571f40928a5b1d4e7d3882ab,Rising,We Are Rising,6db15bf258764d1a86086089a50bb458,Son Lux,,,,,,0.67982584,0.47833994,0.2052215296,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,,
118653,40.7,-74.0,New York,1435856757,playlist,74b84cc1613f4d229abc7d975d71a6a9,Lay Your Love Down - Single Version,Lay Your Love Down,da83b0e83b4243398062620c50442877,Wolf Gang,0.412645,0.5836,0.531302,2014.0,119.161,0.95871323,0.7882352,0.5694415505,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,0.986666666667,0.497191948863
182518,40.7,-74.0,New York,1435856940,playlist,a6508c1648ce44ac96ff056d1f72bccb,Cardiac Arrest,Transpose EP,1ff33a36861f4414b1a810f7a1dd7075,Bad Suns,,,,,,0.98827946,0.8803071,0.5692933175,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,,
19094,40.7,-74.0,New York,1435856959,playlist,85f39d88839846de9cef1becbba2a288,Chocolate,The 1975,6e9bb1fa3ce741a8b3fb78d3936835be,The 1975,0.720701,0.591384,0.625305,2013.0,100.124,0.9671113,0.94395477,0.7137215549,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,0.973333333333,0.417761236377
23920,40.7,-74.0,New York,1435856982,playlist,11aaac4e4b194103993a9dac1f20b48a,Hold Me Down,Hold Me Down,4562eab3599441969b4ed10dea4eb546,Halsey,0.537898,0.672955,0.52165,2015.0,145.901,0.978473,0.728766,0.6125050652,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,1.0,0.608762955422
212324,40.7,-74.0,New York,1435857194,playlist,2af4ad4fb8a54d5eb8250563e701b675,Go Slow,Verde,327458f0cae24446b73fc6de22ab2873,Tei Shi,0.615981,0.717875,0.524458,2015.0,150.0,0.5038459,0.44863835,0.6078420711,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,1.0,0.625865780997
190171,40.7,-74.0,New York,1435857387,playlist,2fcb6172e4014769aa333ba3127f4c72,Cadillac Girl,Cadillac Girl,aaf0b654ad7d4fdbb06bc44ce925e839,Only Real,,,,,,0.93471634,0.8713804,0.561563799,1,2015-07-02,13,Thu,"iPhone7,2",iOS 8.4,,
1020,40.8,-74.0,New York,1435878151,playlist,af84fa430a4a4116884205f62cd89b8f,Fuck Love,The New Classic,b6a9a3aec0264e938616f3be5a611bc7,Iggy Azalea,,,,,,0.5991186,0.94909936,0.5490388552,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,,
152053,40.8,-74.0,New York,1435878427,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,0.84,0.4001493733
291466,40.8,-74.0,New York,1435878719,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,,,,,,0.24872555,0.24170242,0.5291805626,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,,
279453,40.8,-74.0,New York,1435878999,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997.0,96.83,0.30570337,0.4101182,0.5373930979,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,0.76,0.404017223826
170480,40.8,-74.0,New York,1435879170,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965.0,101.747,0.24826142,0.06571679,0.4366951512,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,0.333333333333,0.424533104127
3111,40.8,-74.0,New York,1435879657,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,0.84,0.4001493733
291466,40.8,-74.0,New York,1435879948,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,,,,,,0.24872555,0.24170242,0.5291805626,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,,
279453,40.8,-74.0,New York,1435880227,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997.0,96.83,0.30570337,0.4101182,0.5373930979,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,0.76,0.404017223826
170480,40.8,-74.0,New York,1435880398,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965.0,101.747,0.24826142,0.06571679,0.4366951512,1,2015-07-02,19,Thu,"iPad3,1",iOS 8.3,0.333333333333,0.424533104127
88514,40.8,-74.0,New York,1435938445,playlist,64befec9881b46e1886dedf770a62173,Skeleton Key,Skeleton Key,ab4bb37cc12349febc3db7d43fb18522,Kenzie May,,,,,,0.98288155,0.70709693,0.5893956036,1,2015-07-03,11,Fri,"iPhone7,2",iOS 8.4,,
150560,40.8,-73.9,Bronx,1435938596,playlist,035e4e83b7a64f33b5ad3721d58bd6ac,Bridge,"A Music Compilation by Connor Franta, Vol. I",27ba814924fb46768d636dd7f925e280,High Highs,,,,,,0.39509878,0.354321,0.6228396141,1,2015-07-03,11,Fri,"iPhone7,2",iOS 8.4,,
111125,40.8,-73.9,Bronx,1435938711,playlist,b90c35971c0447d8b445146b86a9afa8,Stay With Me,In The Lonely Hour,532f9904f40742568d782800e6db4e20,Sam Smith,,,,,,0.51597214,0.41945687,0.7812116158,1,2015-07-03,11,Fri,"iPhone7,2",iOS 8.4,,
0,40.8,-73.9,Bronx,1435938711,playlist,cca525082272485da683f73990037be8,Steady,If I Was,ba93e42a3e10411fbf35e3bbb8652c4a,The Staves,0.211586,0.432681,0.526084,2014.0,138.857,0.77250886,0.62860006,0.5950300309,1,2015-07-03,11,Fri,"iPhone7,2",iOS 8.4,0.986666666667,0.579372298346
88467,40.8,-74.0,New York,1435938888,playlist,b90c35971c0447d8b445146b86a9afa8,Stay With Me,In The Lonely Hour,532f9904f40742568d782800e6db4e20,Sam Smith,,,,,,0.51597214,0.41945687,0.7812116158,1,2015-07-03,11,Fri,"iPhone7,2",iOS 8.4,,
208893,40.8,-74.0,New York,1435939096,playlist,cca525082272485da683f73990037be8,Steady,If I Was,ba93e42a3e10411fbf35e3bbb8652c4a,The Staves,0.211586,0.432681,0.526084,2014.0,138.857,0.77250886,0.62860006,0.5950300309,1,2015-07-03,11,Fri,"iPhone7,2",iOS 8.4,0.986666666667,0.579372298346
241320,40.8,-74.0,New York,1435939338,playlist,8342a44355094628b42f3e30354e6481,Worry,Remnants,4165c01abdb2478c853da751752eada0,Jack Garratt,0.315288,0.583468,0.481741,2014.0,90.35,0.59314173,0.524576,0.6593263008,1,2015-07-03,12,Fri,"iPhone7,2",iOS 8.4,0.986666666667,0.376979822087
49251,40.8,-74.0,New York,1435944687,playlist,5fe7686ab0d2491f91e77418924821a1,Tide Teeth,Tide Teeth,a5e77f3138a442febfe18594f770da0f,Night Beds,0.28189,0.206938,0.495743,2015.0,83.131,0.40889424,0.35518953,0.6104826551,1,2015-07-03,13,Fri,"iPhone7,2",iOS 8.4,1.0,0.346858988267
256483,40.8,-74.0,New York,1435944953,album,976ff387bda74573b7a0ab1e20124b1b,Vegas,Ratchet,fdfd9e0dbfb94b60a320e347c3fa03dd,Shamir,0.683292,0.706176,0.532239,2015.0,167.967,0.59329766,0.45062464,0.5107281857,1,2015-07-03,13,Fri,"iPhone7,2",iOS 8.4,1.0,0.700831984245
71403,40.8,-74.0,New York,1435964393,album,f8c32f02c86c4cd6ae2e40f2be5fce01,Make A Scene,Ratchet,fdfd9e0dbfb94b60a320e347c3fa03dd,Shamir,0.785475,0.768242,0.532239,2015.0,121.969,0.6587948,0.7908664,0.4744518985,1,2015-07-03,18,Fri,"iPhone7,2",iOS 8.4,1.0,0.508908156283
152053,40.8,-74.0,New York,1435964544,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-03,19,Fri,"iPhone7,2",iOS 8.4,0.84,0.4001493733
291466,40.8,-74.0,New York,1435964835,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,,,,,,0.24872555,0.24170242,0.5291805626,1,2015-07-03,19,Fri,"iPhone7,2",iOS 8.4,,
279453,40.8,-74.0,New York,1435965115,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997.0,96.83,0.30570337,0.4101182,0.5373930979,1,2015-07-03,19,Fri,"iPhone7,2",iOS 8.4,0.76,0.404017223826
170480,40.8,-74.0,New York,1435965287,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965.0,101.747,0.24826142,0.06571679,0.4366951512,1,2015-07-03,19,Fri,"iPhone7,2",iOS 8.4,0.333333333333,0.424533104127
1021,41.7,-72.8,New Britain,1436042344,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-04,16,Sat,"iPhone7,2",iOS 8.4,0.84,0.4001493733
152053,41.7,-72.8,New Britain,1436042489,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-04,16,Sat,"iPhone7,2",iOS 8.4,0.84,0.4001493733
291466,41.7,-72.8,New Britain,1436042780,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,,,,,,0.24872555,0.24170242,0.5291805626,1,2015-07-04,16,Sat,"iPhone7,2",iOS 8.4,,
41795,41.7,-72.8,New Britain,1436055721,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997.0,96.83,0.30570337,0.4101182,0.5373930979,1,2015-07-04,20,Sat,"iPhone7,2",iOS 8.4,0.76,0.404017223826
152053,41.7,-72.8,New Britain,1436055876,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-04,20,Sat,"iPhone7,2",iOS 8.4,0.84,0.4001493733
291466,41.7,-72.8,New Britain,1436056875,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,,,,,,0.24872555,0.24170242,0.5291805626,1,2015-07-04,20,Sat,"iPhone7,2",iOS 8.4,,
279453,41.7,-72.8,New Britain,1436057153,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997.0,96.83,0.30570337,0.4101182,0.5373930979,1,2015-07-04,20,Sat,"iPhone7,2",iOS 8.4,0.76,0.404017223826
170480,41.7,-72.8,New Britain,1436057325,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965.0,101.747,0.24826142,0.06571679,0.4366951512,1,2015-07-04,20,Sat,"iPhone7,2",iOS 8.4,0.333333333333,0.424533104127
1021,40.7,-74.0,New York,1436137960,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-07-05,19,Sun,"iPhone7,2",iOS 8.4,0.84,0.4001493733
