milliseconds_played,latitude,longitude,city,timestamp,source,track_id,track_name,album_name,artist_id,artist_name,valence_score,danceability_score,familiarity_score,song_year,song_tempo,runnability,energy,popularity_normalized,Id,date,hour,weekday,device,system,up_to_date_score,tempo_score
3297,40.8,-74.0,New York,1438989501,search,6cbef4401d024b95a1db7f509cdc5e84,Bump & Grind 2014 - Radio Edit,Bump & Grind 2014,14bffdc75e0f450dadbb3219bfb829db,Waze & Odyssey,,,,,,0.7369561,0.7094194,0.653888348,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,,
1021,40.8,-74.0,New York,1438989525,search,0c61aba6aa4b460d9400d1316fae9dda,Ignition (Remix),The R. In R&B Collection: Volume 1,4da816c4d97e48718e41bc922a4317fa,R. Kelly,0.812425,0.752347,0.773238,1990.0,133.072,0.7996103,0.52656823,0.7671395517,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,0.666666666667,0.555234741392
308293,40.8,-74.0,New York,1438989833,search,5839a85a3d7c4372a420a25c8a43ba58,Step in the Name of Love - Remix - Radio Edit,The Essential R. Kelly,4da816c4d97e48718e41bc922a4317fa,R. Kelly,,,,,,0.9515906,0.61659217,0.5649822905,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,,
49969,40.8,-74.0,New York,1438989883,search,afe3589aeb46401e8f0fbefb1c731bf9,Feelin' on Yo Booty,The Essential R. Kelly,4da816c4d97e48718e41bc922a4317fa,R. Kelly,,,,,,0.29550424,0.31381533,0.5499707895,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,,
5897,40.8,-74.0,New York,1438989889,playlist,1a71be98cf694e40b3c7796ca305e6dc,Bitch Better Have My Money,Bitch Better Have My Money,b1ee7853d1cd496a9f557dcd67b8435d,Rihanna,0.350099,0.782114,0.848082,2015.0,102.986,0.7848882,0.7410859,0.7863653611,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,1.0,0.429702755478
275528,40.8,-74.0,New York,1438990164,playlist,242a84ff09344a48820bae06e92ef873,We In Da City Remix (feat. T.I.),We In Da City Remix (feat. T.I.),831b23760ba040f99f5f38e7e0f909b6,Young Dro,0.344853,0.675301,0.602706,2015.0,140.011,0.61221296,0.77312976,0.6519587471,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,1.0,0.584187292421
229738,40.8,-74.0,New York,1438990394,playlist,70fae809063b4dae864b88465d389afb,Clique,Clique,bcb442ea943b45dc9870dfd5f002f90d,Kanye West,0.330724,0.542717,0.879502,2012.0,109.297,0.22050898,0.5644517,0.7396981037,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,0.96,0.456035015104
25588,40.8,-74.0,New York,1438990418,playlist,db6151a48f624e5aa4fcb9d72c889c98,Can't Feel My Face,Can’t Feel My Face,406af4e8976a43fe849bca0e227fc88b,The Weeknd,0.570648,0.712723,0.682247,2015.0,107.984,0.9805944,0.757536,0.7275609771,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,1.0,0.450556603301
34597,40.8,-74.0,New York,1438990453,playlist,c7ef33f521fc44959e0c6f787cbcf592,Do It Again (Put Ya Hands Up),Vol. 3... Life And Times Of S. Carter,6f1cd5d4c4e742878b42112f4af76831,JAY Z,0.346539,0.795933,0.877948,1999.0,98.257,0.83217174,0.8114801,0.5209951599,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,0.786666666667,0.409971293623
152053,40.8,-74.0,New York,1438990604,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003.0,95.903,0.16226228,0.40278235,0.4817632045,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,0.84,0.4001493733
170480,40.8,-74.0,New York,1438990775,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965.0,101.747,0.24826142,0.06571679,0.4366951512,1,2015-08-07,19,Fri,"iPad3,1",iOS 8.4,0.333333333333,0.424533104127
